"studium_id";"typ_programu";"forma_studia";"datum_zahajeni";"datum_ukonceni";"rocnik";"studijni_stav";"studuje";"zamereni_id";"fakulta_id";"nazev_fakulty";"jazyk_vyuky";"ukonceni_zpusob";"platby_stav";"pruchod";"rok_maturity";"odkud_skola_kod"
"6936206";"B";"P";"2012-09-06";"2014-10-02";"3";"3";"K";"";"10";"Fakulta informačních technologií";"CS";"02";"0";"";"2012-01-01";"061386022"
"6936106";"B";"P";"2012-09-06";"2013-03-07";"1";"7";"K";"";"10";"Fakulta informačních technologií";"CS";"03";"0";"";"2012-01-01";"110032110"
"6936006";"B";"K";"2012-09-06";"2013-03-28";"1";"7";"K";"";"10";"Fakulta informačních technologií";"CS";"03";"0";"";"2009-01-01";"250000016"
"6935906";"B";"K";"2012-09-06";"2016-07-13";"5";"3";"K";"";"10";"Fakulta informačních technologií";"CS";"02";"3";"";"1990-01-01";"047274697"
"6935806";"B";"P";"2012-09-06";"2013-02-07";"1";"3";"K";"";"10";"Fakulta informačních technologií";"CS";"02";"0";"";"2012-01-01";"108001491"
"6935706";"B";"K";"2012-09-06";"2013-03-05";"1";"7";"K";"";"10";"Fakulta informačních technologií";"CS";"03";"3";"";"2005-01-01";"000513156"
"6935606";"B";"P";"2012-09-06";"2013-03-08";"1";"7";"K";"";"10";"Fakulta informačních technologií";"CS";"03";"0";"";"2011-01-01";"012907731"
"6935506";"B";"P";"2012-09-06";"2016-06-29";"4";"17";"K";"";"10";"Fakulta informačních technologií";"CS";"01";"0";"";"2011-01-01";"999999999"
"6935406";"B";"P";"2012-09-06";"2013-03-05";"1";"7";"K";"";"10";"Fakulta informačních technologií";"CS";"03";"0";"";"2011-01-01";"000069108"
"6935306";"B";"P";"2012-09-06";"2015-06-18";"3";"17";"K";"";"10";"Fakulta informačních technologií";"CS";"01";"0";"";"2011-01-01";"000601560"
"6935206";"B";"K";"2012-09-06";"2013-03-28";"1";"7";"K";"";"10";"Fakulta informačních technologií";"CS";"03";"0";"";"2006-01-01";"061388726"
"6935106";"B";"K";"2012-09-06";"2013-03-07";"1";"7";"K";"";"10";"Fakulta informačních technologií";"CS";"03";"3";"";"2004-01-01";"060058871"
"6935006";"B";"P";"2012-09-06";"2014-02-12";"2";"3";"K";"";"10";"Fakulta informačních technologií";"CS";"02";"0";"";"2012-01-01";"062690060"
"6934906";"B";"P";"2012-09-06";"2015-05-05";"3";"3";"K";"";"10";"Fakulta informačních technologií";"CS";"02";"0";"";"2012-01-01";"000068853"
"6934706";"B";"P";"2012-09-06";"2015-06-23";"3";"17";"K";"";"10";"Fakulta informačních technologií";"CS";"01";"0";"";"2012-01-01";"110037791"
"6934606";"B";"P";"2012-09-06";"2013-03-05";"1";"7";"K";"";"10";"Fakulta informačních technologií";"CS";"03";"0";"";"2012-01-01";"061386855"
"6934506";"B";"P";"2012-09-06";"2012-09-24";"1";"3";"K";"";"10";"Fakulta informačních technologií";"CS";"02";"0";"";"2012-01-01";"000601501"
"6934406";"B";"P";"2012-09-06";"2015-06-17";"3";"17";"K";"";"10";"Fakulta informačních technologií";"CS";"01";"0";"";"2012-01-01";"000068969"
"6934306";"B";"P";"2012-09-06";"2013-02-13";"1";"3";"K";"";"10";"Fakulta informačních technologií";"CS";"02";"0";"";"2012-01-01";"049753771"
"6934206";"B";"P";"2012-09-06";"2013-10-15";"2";"7";"K";"";"10";"Fakulta informačních technologií";"CS";"03";"0";"";"2012-01-01";"000087297"
"6934106";"B";"K";"2012-09-06";"2013-03-05";"1";"7";"K";"";"10";"Fakulta informačních technologií";"CS";"03";"0";"";"2010-01-01";"060650435"
"6934006";"B";"K";"2012-09-06";"2013-03-12";"1";"7";"K";"";"10";"Fakulta informačních technologií";"CS";"03";"0";"";"2008-01-01";"000664740"
"6933906";"B";"P";"2012-09-06";"2013-03-14";"1";"7";"K";"";"10";"Fakulta informačních technologií";"CS";"03";"0";"";"2012-01-01";"060076135"
"6933806";"B";"P";"2012-09-06";"2013-02-08";"1";"3";"K";"";"10";"Fakulta informačních technologií";"CS";"02";"0";"";"2012-01-01";"102319928"
"6933706";"B";"P";"2012-09-06";"2013-03-07";"1";"7";"K";"";"10";"Fakulta informačních technologií";"CS";"03";"0";"";"2012-01-01";"000068888"
"6933606";"B";"P";"2012-09-06";"2012-10-08";"1";"3";"K";"";"10";"Fakulta informačních technologií";"CS";"02";"0";"";"2012-01-01";"108029174"
"6933506";"B";"K";"2012-09-06";"2017-02-08";"5";"17";"K";"";"10";"Fakulta informačních technologií";"CS";"01";"3";"";"2008-01-01";"061385701"
"6933406";"B";"K";"2012-09-06";"2012-11-05";"1";"3";"K";"";"10";"Fakulta informačních technologií";"CS";"02";"0";"";"1999-01-01";"666666666"
"6933306";"B";"P";"2012-09-06";"2014-10-29";"3";"7";"K";"";"10";"Fakulta informačních technologií";"CS";"03";"0";"";"2011-01-01";"151027358"
"6933206";"B";"P";"2012-09-06";"2013-03-05";"1";"7";"K";"";"10";"Fakulta informačních technologií";"CS";"03";"0";"";"2012-01-01";"000068837"
"6933106";"B";"K";"2012-09-06";"2016-06-22";"4";"17";"K";"";"10";"Fakulta informačních technologií";"CS";"01";"3";"";"2005-01-01";"061386022"
